,CVE,DESCRIP
560,C844,"Linfoma periférico de células T, no clasificado en otra parte"
561,C845,Otros linfomas de células T/NK maduras
562,C846,Linfoma anaplásico de células grandes ALK-positivo
563,C847,Linfoma anaplásico de células grandes ALK-negativo
564,C848,"Linfoma cutáneo de células T, no especificado"
565,C849,"linfoma de células T/NK maduras, no especificado"
566,C851,"Linfoma de células B, sin otra especificación"
567,C852,Linfoma mediastinal de células B grandes (del timo)
568,C857,Otros tipos especificados de linfoma no Hodgkin
569,C859,"Linfoma no Hodgkin, no especificado"
570,C860,"Linfoma extranodal de células T/NK, tipo nasal"
571,C864,Linfoma blástico de células NK
572,C865,Linfoma angioinmunoblástico de células T
573,C880,Macroglobulinemia de Waldenström
574,C884,Linfoma de células B extranodal de zona marginal de tejido linfoide asociado a mucosas [Linfoma TLAM]
575,C889,"Enfermedad inmunoproliferativa maligna, sin otra especificación"
576,C900,Mieloma múltiple
577,C901,Leucemia de células plasmáticas
578,C902,"Plasmocitoma, extramedular"
579,C903,Plasmocitoma solitario
580,C910,Leucemia linfoblástica aguda [LLA]
581,C911,Leucemia linfocítica crónica de células tipo B
582,C913,Leucemia prolinfocítica de células tipo B
583,C914,Leucemia de células vellosas
584,C915,Leucemia /linfoma de células T adultas [HTLV-1-asociado]
585,C916,Leucemia prolinfocítica de células tipo T
586,C917,Otras leucemias linfoides
587,C919,"Leucemia linfoide, sin otra especificación"
588,C920,Leucemia mieloblástica aguda [LMA]
589,C921,"Leucemia mieloide crónica [LMC], BCR/ABL-positivo"
590,C923,Sarcoma mieloide
591,C924,Leucemia promielocítica aguda  [LPA]
592,C925,Leucemia mielomonocítica aguda
593,C926,Leucemia mieloide aguda con anormalidad 11q23
594,C927,Otras leucemias mieloides
595,C928,Leucemia mieloide aguda con displasia multilinaje
596,C929,"Leucemia mieloide, sin otra especificación"
597,C930,Leucemia monocítica/monoblástica aguda
598,C931,Leucemia mielomonocítica crónica
599,C939,"Leucemia monocítica, sin otra especificación"
600,C940,Leucemia eritroide aguda
601,C942,Leucemia megacarioblástica aguda
602,C944,Panmielosis aguda con mielofibrosis
603,C946,"Enfermedad mielodiplásica y mieloproliferativa, no clasificada en otra parte"
604,C947,Otras leucemias especificadas
605,C950,"Leucemia aguda, células de tipo no especificado"
606,C951,"Leucemia crónica, células de tipo no especificado"
607,C957,Otras leucemias de células de tipo no especificado
608,C959,"Leucemia, no especificada"
609,C966,Histiocitosis de células de Langerhans unifocal
610,C968,Sarcoma histiocítico
611,C969,"Tumor maligno del tejido linfático, hematopoyético y tejidos afines, sin otra especificación"
612,D000,"Carcinoma in situ del labio, de la cavidad bucal y de la faringe"
613,D001,Carcinoma in situ del esófago
614,D002,Carcinoma in situ del estómago
615,D010,Carcinoma in situ del colon
616,D011,Carcinoma in situ de la unión rectosigmoidea
617,D012,Carcinoma in situ del recto
618,D015,"Carcinoma in situ del hígado, de la vesícula biliar y del conducto biliar"
619,D019,Carcinoma in situ de órganos digestivos no especificados
620,D020,Carcinoma in situ de la laringe
621,D022,Carcinoma in situ del bronquio y del pulmón
622,D037,"Melanoma in situ del miembro inferior, incluida la cadera"
623,D043,Carcinoma in situ de la piel de otras partes y de las no especificadas de la cara
624,D044,Carcinoma in situ de la piel del cuero cabelludo y cuello
625,D045,Carcinoma in situ de la piel del tronco
626,D049,"Carcinoma in situ de la piel, sitio no especificado"
627,D059,"Carcinoma in situ de la mama, parte no especificada"
628,D067,Carcinoma in situ de otras partes especificadas del cuello del útero
629,D069,"Carcinoma in situ del cuello del útero, parte no especificada"
630,D070,Carcinoma in situ del endometrio
631,D073,Carcinoma in situ de otros sitios de órganos genitales femeninos y de los no especificados
632,D074,Carcinoma in situ del pene
633,D075,Carcinoma in situ de la próstata
634,D099,"Carcinoma in situ, sitio no especificado"
635,D106,Tumor benigno de la nasofaringe
636,D110,Tumor benigno de la glándula parótida
637,D117,Tumor benigno de otras glándulas salivales mayores especificadas
638,D125,Tumor benigno del colon sigmoide
639,D126,"Tumor benigno del colon, parte no especificada"
640,D130,Tumor benigno del esófago
641,D131,Tumor benigno del estómago
642,D132,Tumor benigno del duodeno
643,D134,Tumor benigno del hígado
644,D135,Tumor benigno de las vías biliares extrahepáticas
645,D136,Tumor benigno del páncreas
646,D137,Tumor benigno del páncreas endocrino
647,D139,Tumor benigno de sitios mal definidos del sistema digestivo
648,D140,"Tumor benigno del oído medio, de la cavidad nasal y de los senos paranasales"
649,D141,Tumor benigno de la laringe
650,D143,Tumor benigno de los bronquios y del pulmón
651,D150,Tumor benigno del timo
652,D151,Tumor benigno del corazón
653,D152,Tumor benigno del mediastino
654,D164,Tumor benigno de los huesos del cráneo y de la cara
655,D166,Tumor benigno de la columna vertebral
656,D167,"Tumor benigno de las costillas, esternón y clavícula"
657,D168,"Tumor benigno de los huesos pélvicos, sacro y cóccix"
658,D169,"Tumor benigno del hueso y del cartílago articular, sitio no especificado"
659,D170,"Tumor benigno lipomatoso de piel y de tejido subcutáneo de cabeza, cara y cuello"
660,D171,Tumor benigno lipomatoso de piel y de tejido subcutáneo del tronco
661,D175,Tumor benigno lipomatoso de los órganos intraabdominales
662,D179,"Tumor benigno lipomatoso, de sitio no especificado"
663,D180,"Hemangioma, de cualquier sitio"
664,D181,"Linfangioma, de cualquier sitio"
665,D190,Tumor benigno del tejido mesotelial de la pleura
666,D200,Tumor benigno del retroperitoneo
667,D210,"Tumor benigno del tejido conjuntivo y de otros tejidos blandos de cabeza, cara y cuello"
668,D214,Tumor benigno del tejido conjuntivo y otros tejidos blandos del abdomen
669,D219,"Tumor benigno del tejido conjuntivo y otros tejidos blandos, de sitio no especificado"
670,D237,"Tumor benigno de la piel del miembro inferior, incluida la cadera"
671,D239,"Tumor benigno de la piel, sitio no especificado"
672,D259,"Leiomioma del útero, sin otra especificación"
673,D269,"Tumor benigno del útero, parte no especificada"
674,D27X,Tumor benigno del ovario
675,D289,"Tumor benigno de órgano genital femenino, sitio no especificado"
676,D291,Tumor benigno de la próstata
677,D319,"Tumor benigno del ojo, parte no especificada"
678,D320,Tumor benigno de las meninges cerebrales
679,D321,Tumor benigno de las meninges raquídeas
680,D329,"Tumor benigno de las meninges, parte no especificada"
681,D330,"Tumor benigno del encéfalo, supratentorial"
682,D331,"Tumor benigno del encéfalo, infratentorial"
683,D332,"Tumor benigno del encéfalo, parte no especificada"
684,D333,Tumor benigno de los nervios craneales
685,D339,"Tumor benigno del sistema nervioso central, sitio no especificado"
686,D350,Tumor benigno de la glándula suprarrenal
687,D351,Tumor benigno de la glándula paratiroides
688,D352,Tumor benigno de la hipófisis
689,D353,Tumor benigno del conducto craneofaríngeo
690,D357,Tumor benigno de otras glándulas endocrinas especificadas
691,D360,Tumor benigno de los ganglios linfáticos
692,D361,Tumor benigno de los nervios periféricos y del sistema nervioso autónomo
693,D367,Tumor benigno de otros sitios especificados
694,D369,Tumor benigno de sitio no especificado
695,D370,"Tumor de comportamiento incierto o desconocido del labio, de la cavidad bucal y de la faringe"
696,D371,Tumor de comportamiento incierto o desconocido del estómago
697,D372,Tumor de comportamiento incierto o desconocido del intestino delgado
698,D373,Tumor de comportamiento incierto o desconocido del apéndice
699,D374,Tumor de comportamiento incierto o desconocido del colon
700,D375,Tumor de comportamiento incierto o desconocido del recto
701,D376,"Tumor de comportamiento incierto o desconocido del hígado, de la vesícula biliar y del conducto biliar"
702,D377,Tumor de comportamiento incierto o desconocido de otros órganos digestivos especificados
703,D379,"Tumor de comportamiento incierto o desconocido de órganos digestivos, sitio no especificado"
704,D380,Tumor de comportamiento incierto o desconocido de laringe
705,D381,"Tumor de comportamiento incierto o desconocido de la tráquea, de los bronquios y del pulmón"
706,D382,Tumor de comportamiento incierto o desconocido de la pleura
707,D383,Tumor de comportamiento incierto o desconocido del mediastino
708,D385,Tumor de comportamiento incierto o desconocido de otros órganos respiratorios y del oído medio
709,D386,"Tumor de comportamiento incierto o desconocido de órganos respiratorios, sitio no especificado"
710,D390,Tumor de comportamiento incierto o desconocido del útero
711,D391,Tumor de comportamiento incierto o desconocido del ovario
712,D392,Tumor de comportamiento incierto o desconocido de la placenta
713,D397,Tumor de comportamiento incierto o desconocido de otros órganos genitales femeninos
714,D400,Tumor de comportamiento incierto o desconocido de la próstata
715,D401,Tumor de comportamiento incierto o desconocido del testículo
716,D409,Tumor de comportamiento incierto o desconocido de órgano genital masculino no especificado
717,D410,Tumor de comportamiento incierto o desconocido del riñón
718,D411,Tumor de comportamiento incierto o desconocido de la pelvis renal
719,D413,Tumor de comportamiento incierto o desconocido de la uretra
720,D414,Tumor de comportamiento incierto o desconocido de la vejiga
721,D419,Tumor de comportamiento incierto o desconocido de órgano urinario no especificado
722,D420,Tumor de comportamiento incierto o desconocido de las meninges cerebrales
723,D429,"Tumor de comportamiento incierto o desconocido de las meninges, parte no especificada"
724,D430,"Tumor de comportamiento incierto o desconocido del encéfalo, supratentorial"
725,D431,"Tumor de comportamiento incierto o desconocido del encéfalo, infratentorial"
726,D432,"Tumor de comportamiento incierto o desconocido del encéfalo, parte no especificada"
727,D433,Tumor de comportamiento incierto o desconocido de los nervios craneales
728,D434,Tumor de comportamiento incierto o desconocido de la médula espinal
729,D437,Tumor de comportamiento incierto o desconocido de otras partes especificadas del sistema nervioso central
730,D439,"Tumor de comportamiento incierto o desconocido del sistema nervioso central, sitio no especificado"
731,D440,Tumor de comportamiento incierto o desconocido de la glándula tiroides
732,D441,Tumor de comportamiento incierto o desconocido de la glándula suprarrenal
733,D443,Tumor de comportamiento incierto o desconocido de la glándula hipófisis
734,D444,Tumor de comportamiento incierto o desconocido del conducto craneofaríngeo
735,D445,Tumor de comportamiento incierto o desconocido de la glándula pineal
736,D446,Tumor de comportamiento incierto o desconocido del cuerpo carotídeo
737,D447,Tumor de comportamiento incierto o desconocido del cuerpo aórtico y otros cuerpos cromafines
738,D448,Tumor de comportamiento incierto o desconocido con afectación pluriglandular
739,D449,Tumor de comportamiento incierto o desconocido de glándula endocrina no especificada
740,D45X,Policitemia vera
741,D462,Anemia refractaria con exceso de blastos [AREB]
742,D464,"Anemia refractaria, sin otra especificación"
743,D465,Anemia refractaria con displasia multilinaje
744,D466,Síndrome mielodisplásico con anormalidad cromosómica aislada del (5q)
745,D467,Otros síndromes mielodisplásicos
746,D469,"Síndrome mielodisplásico, sin otra especificación"
747,D470,Tumor de comportamiento incierto o desconocido de los mastocitos e histiocitos
748,D471,Enfermedad mieloproliferativa crónica
749,D472,Gammopatía monoclonal de significado incierto [GMSI]
750,D473,Trombocitopenia (hemorrágica) esencial
751,D474,Osteomielofibrosis
752,D479,"Tumores de comportamiento incierto o desconocido del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, no especificados"
753,D480,Tumor de comportamiento incierto o desconocido del hueso y cartílago articular
754,D481,Tumor de comportamiento incierto o desconocido del tejido conjuntivo y otro tejido blando
755,D482,Tumor de comportamiento incierto o desconocido de los nervios periféricos y del sistema nervioso autónomo
756,D483,Tumor de comportamiento incierto o desconocido del retroperitoneo
757,D484,Tumor de comportamiento incierto o desconocido del peritoneo
758,D485,Tumor de comportamiento incierto o desconocido de la piel
759,D486,Tumor de comportamiento incierto o desconocido de la mama
760,D487,Tumor de comportamiento incierto o desconocido de otros sitios especificados
761,D489,"Tumor de comportamiento incierto o desconocido, de sitio no especificado"
762,D500,Anemia por deficiencia de hierro secundaria a pérdida de sangre (crónica)
763,D508,Otras anemias por deficiencia de hierro
764,D509,Anemia por deficiencia de hierro sin otra especificación
765,D510,Anemia por deficiencia de vitamina B12 debida a deficiencia del factor intrínseco
766,D519,"Anemia por deficiencia de vitamina B12, sin otra especificación"
767,D529,"Anemia por deficiencia de folatos, sin otra especificación"
768,D530,Anemia por deficiencia de proteínas
769,D531,"Otras anemias megaloblásticas, no clasificadas en otra parte"
770,D538,Otras anemias nutricionales especificadas
771,D539,"Anemia nutricional, no especificada"
772,D559,"Anemia debida a trastornos enzimáticos, sin otra especificación"
773,D560,Alfa talasemia
774,D569,"Talasemia, no especificada"
775,D570,Anemia falciforme con crisis
776,D571,Anemia falciforme  sin crisis
777,D589,"Anemia hemolítica hereditaria, sin otra especificación"
778,D591,Otras anemias hemolíticas autoinmunes
779,D592,Anemia hemolítica no autoinmune inducida por drogas
780,D593,Síndrome hemolítico-urémico
781,D594,Otras anemias hemolíticas no autoinmunes
782,D595,Hemoglobinuria paroxística nocturna [Marchiafava- Micheli]
783,D599,"Anemia hemolítica adquirida, sin otra especificación"
784,D608,"Otras aplasias adquiridas, exclusivas de la serie roja"
785,D609,"Aplasia adquirida, exclusiva de la serie roja, no especificada"
786,D610,Anemia aplástica constitucional
787,D611,Anemia aplástica inducida por drogas
788,D612,Anemia aplástica debida a otros agentes externos
